date,open,high,low,close,volume,date_ordinal,processed_log_return,outliers_processed_log_return,normalized_outliers_processed_log_return,srl_input
2022-04-02 01:00:00,3520.83,3520.83,3481.37,3485.3,25030100000000.0,1648861200.0,-0.0053738801424355175,-0.0053738801424355175,-0.30850559939279887,-0.30850559939279887
2022-04-02 02:00:00,3471.86,3471.86,3471.86,3471.86,6637290000000.0,1648864800.0,-0.0038636503168318756,-0.0038636503168318756,-0.21791224114353253,-0.21791224114353253
2022-04-02 03:00:00,3456.26,3456.26,3456.26,3456.26,9347600000000.0,1648868400.0,-0.004503393810936703,-0.004503393810936703,-0.25628819595948954,-0.25628819595948954
2022-04-02 04:00:00,3474.79,3476.57,3474.79,3476.57,45086900000000.0,1648872000.0,0.005859095954122205,0.005859095954122205,0.3653210000217301,0.3653210000217301
2022-04-02 05:00:00,3476.57,3476.57,3476.57,3476.57,0.0,1648875600.0,0.0,0.0,0.013854508107852048,0.013854508107852048
2022-04-02 06:00:00,3478.89,3478.89,3478.89,3478.89,1.46156e+16,1648879200.0,0.0006671018411542911,0.0006671018411542911,0.053871593626792766,0.053871593626792766
2022-04-02 07:00:00,3475.0,3477.0,3475.0,3477.0,174914000000.0,1648882800.0,-0.0005434243630969667,-0.0005434243630969667,-0.01874360191010188,-0.01874360191010188
2022-04-02 08:00:00,3477.0,3477.0,3477.0,3477.0,0.0,1648886400.0,0.0,0.0,0.013854508107852048,0.013854508107852048
2022-04-02 09:00:00,3473.75,3473.75,3472.18,3472.18,24396800000000.0,1648890000.0,-0.0013872142534667258,-0.0013872142534667258,-0.0693595800409952,-0.0693595800409952
2022-04-02 10:00:00,3481.35,3481.35,3480.33,3480.33,2738110000000.0,1648893600.0,0.0023444781044809184,0.0023444781044809184,0.15449147688305576,0.15449147688305576
2022-04-02 11:00:00,3480.33,3480.33,3480.33,3480.33,0.0,1648897200.0,0.0,0.0,0.013854508107852048,0.013854508107852048
2022-04-02 12:00:00,3490.19,3515.38,3476.74,3515.38,4.00038e+16,1648900800.0,0.01002051065073738,0.01002051065073738,0.6149495837265543,0.6149495837265543
2022-04-02 13:00:00,3524.81,3524.81,3515.87,3515.87,5.23159e+16,1648904400.0,0.00013937777800341174,0.00013937777800341174,0.022215289202612162,0.022215289202612162
2022-04-02 14:00:00,3498.83,3498.83,3498.83,3498.83,2707390000000.0,1648908000.0,-0.004858378410321417,-0.004858378410321417,-0.2775824694798642,-0.2775824694798642
2022-04-02 15:00:00,3460.01,3460.01,3460.01,3460.01,62099000000000.0,1648911600.0,-0.01115714765629109,-0.01115714765629109,-0.655423410742901,-0.655423410742901
