date,trans_embedding_0,trans_embedding_1,trans_embedding_2,trans_embedding_3,trans_embedding_4,trans_embedding_5,trans_embedding_6,trans_embedding_7,trans_embedding_8,trans_embedding_9,trans_embedding_10,trans_embedding_11,trans_embedding_12,trans_embedding_13,trans_embedding_14,trans_embedding_15,trans_embedding_16,trans_embedding_17,trans_embedding_18,trans_embedding_19,trans_embedding_20,trans_embedding_21,trans_embedding_22,trans_embedding_23,trans_embedding_24,trans_embedding_25,trans_embedding_26,trans_embedding_27,trans_embedding_28,trans_embedding_29,trans_embedding_30,trans_embedding_31,trans_embedding_32,trans_embedding_33,trans_embedding_34,trans_embedding_35,trans_embedding_36,trans_embedding_37,trans_embedding_38,trans_embedding_39,trans_embedding_40,trans_embedding_41,trans_embedding_42,trans_embedding_43,trans_embedding_44,trans_embedding_45,trans_embedding_46,trans_embedding_47,trans_embedding_48,trans_embedding_49,trans_embedding_50,trans_embedding_51,trans_embedding_52,trans_embedding_53,trans_embedding_54,trans_embedding_55,trans_embedding_56,trans_embedding_57,trans_embedding_58,trans_embedding_59,trans_embedding_60,trans_embedding_61,trans_embedding_62,trans_embedding_63
2022-11-28,1.3568027,-0.91879237,-1.2286632,-1.0996503,0.16847593,0.5773708,-0.2261665,0.89461356,-1.6769928,-0.32627776,-0.70053416,1.9120151,0.2374712,1.0105343,0.72287565,-0.5271021,0.34274486,-0.34846497,-2.59321,0.40981802,0.5897712,1.1055218,0.10182783,-0.89523584,-1.6607219,-0.2500223,-0.45969197,1.4564531,1.010447,-0.52539945,-1.044391,0.05938038,0.30664077,0.951997,0.7981867,1.1379117,-0.58808833,1.4732524,0.9918619,0.1272701,0.83622,0.5079894,-0.46446738,0.0071321684,-1.3055326,0.76754504,-0.017672202,-1.0435189,1.8870997,-1.2397325,-0.44413358,-1.0801468,-0.6198608,-1.5338898,0.02743776,-0.29403403,-0.21570998,-0.6260709,0.95518833,1.9645494,0.62619865,-1.317573,-0.80446273,0.75118864
2022-11-29,1.3235501,-0.9099525,-1.2433813,-1.0914501,0.18305852,0.5405962,-0.2140982,0.89062595,-1.689942,-0.30548564,-0.6962536,1.911911,0.2369474,1.0390447,0.7081459,-0.5283064,0.34907916,-0.3267896,-2.5842795,0.37544954,0.58633715,1.0718833,0.07956888,-0.879904,-1.6634336,-0.26360637,-0.45831507,1.472658,0.99822843,-0.5195025,-1.0506272,0.063761964,0.28885487,0.98107177,0.8183002,1.1467478,-0.6129621,1.5029854,1.0018992,0.12597734,0.8339423,0.51631707,-0.44842157,-0.016880104,-1.3016934,0.7620297,-0.03129127,-1.0131264,1.8905069,-1.2612762,-0.45591125,-1.06325,-0.61499614,-1.5509833,0.055731367,-0.29253,-0.21139358,-0.6120299,0.9575138,1.9602144,0.60732687,-1.3169112,-0.8041412,0.75041664
2022-11-30,1.3123034,-0.90363616,-1.2390461,-1.0873085,0.19476093,0.5269114,-0.21525842,0.8790348,-1.7010788,-0.29468918,-0.6847639,1.9115746,0.23779872,1.0489287,0.6954609,-0.52732897,0.34876248,-0.31501335,-2.581544,0.36050802,0.57641387,1.0518134,0.06033804,-0.87869924,-1.6548271,-0.25393537,-0.45673493,1.480606,0.9849359,-0.52326715,-1.051891,0.05805327,0.28795364,0.9967078,0.8305628,1.1416569,-0.6207866,1.5075024,1.0229859,0.12501074,0.8240585,0.5194861,-0.4512596,-0.016265327,-1.3040096,0.76042116,-0.036083944,-0.9995326,1.8886732,-1.2645816,-0.4585408,-1.0625993,-0.6113684,-1.5591143,0.07067814,-0.27903226,-0.20790413,-0.6099485,0.9648243,1.9664781,0.5998839,-1.3230978,-0.8074124,0.74301445
2022-12-01,1.3205612,-0.897536,-1.2188691,-1.082326,0.1973659,0.5320207,-0.23129341,0.86576843,-1.7024888,-0.289543,-0.66923624,1.9146589,0.24017273,1.0340672,0.6915132,-0.52205354,0.3370954,-0.3170716,-2.5836542,0.36956456,0.5679531,1.050071,0.05358391,-0.88418376,-1.6372039,-0.23137668,-0.45232257,1.4755292,0.9726613,-0.5309952,-1.0493568,0.051113367,0.30373225,0.9945633,0.829111,1.128918,-0.6128511,1.4847398,1.0449768,0.12026237,0.81147915,0.5160343,-0.46749634,0.0030128488,-1.3088691,0.7590456,-0.03725151,-1.0044957,1.8861138,-1.2594974,-0.4444971,-1.0734909,-0.60942143,-1.54938,0.064054124,-0.2583167,-0.20648369,-0.6225986,0.96728015,1.9741244,0.60561335,-1.3305569,-0.813039,0.72854483
2022-12-02,1.3246263,-0.9014195,-1.2011676,-1.0928286,0.18968374,0.5479257,-0.23524147,0.85804427,-1.7018487,-0.29443434,-0.6589076,1.9132459,0.25311244,1.0278265,0.6933795,-0.5068733,0.3347502,-0.3206132,-2.590277,0.3901122,0.5673496,1.0661409,0.056834765,-0.8896794,-1.6290783,-0.21553217,-0.45515493,1.4733442,0.96956104,-0.52990997,-1.0538887,0.04161449,0.3120088,0.99284565,0.8278768,1.1284585,-0.60185933,1.4664001,1.0407345,0.11891719,0.8022024,0.51114386,-0.47633928,0.018524429,-1.3151269,0.7549719,-0.03349174,-1.0144885,1.8820094,-1.2648405,-0.42861387,-1.0811799,-0.60733134,-1.5448325,0.0457405,-0.25395006,-0.21354596,-0.62791353,0.9733373,1.9792949,0.6155898,-1.3354584,-0.82358044,0.719351
2022-12-03,1.3155506,-0.90653294,-1.1940664,-1.0998302,0.18424413,0.5525576,-0.23431444,0.85720176,-1.6993906,-0.29671898,-0.65366364,1.9127278,0.26286805,1.0277953,0.70005333,-0.49715605,0.33780307,-0.32095787,-2.596692,0.40282384,0.57328916,1.0793304,0.065250255,-0.89312756,-1.6348007,-0.21502301,-0.4589706,1.474479,0.9721552,-0.5216971,-1.0580941,0.035227306,0.3149228,0.9946612,0.8254659,1.13489,-0.59631443,1.4633489,1.0275832,0.119266205,0.79728913,0.5082252,-0.47415605,0.018235361,-1.317764,0.7556849,-0.032410823,-1.0170702,1.8813013,-1.2829559,-0.4221044,-1.0843068,-0.6045423,-1.5485214,0.032963414,-0.2560891,-0.21613523,-0.6328362,0.97856605,1.9795254,0.6203185,-1.3303982,-0.8268817,0.71546555
2022-12-04,1.2928365,-0.9110508,-1.2002729,-1.1068832,0.18369636,0.54712087,-0.21510354,0.86236745,-1.6991608,-0.30119693,-0.65431786,1.9120026,0.2689617,1.0379032,0.7003151,-0.49355105,0.3498465,-0.31146383,-2.6008449,0.4000453,0.58302206,1.0863794,0.07214941,-0.8985027,-1.6505184,-0.22523472,-0.46544912,1.4806068,0.98309994,-0.50997424,-1.0604119,0.029054305,0.31299937,1.0012766,0.8243115,1.142779,-0.5959425,1.4806808,1.0016406,0.12546901,0.7985065,0.50634396,-0.46311295,0.004181053,-1.3219254,0.75896317,-0.034384023,-1.007511,1.8778872,-1.3001314,-0.4275204,-1.074223,-0.5998991,-1.5618151,0.03438632,-0.27169114,-0.21420646,-0.62947345,0.9839369,1.9725708,0.6182173,-1.3205507,-0.828195,0.71849823
2022-12-05,1.2948604,-0.91282105,-1.208578,-1.0888214,0.19596721,0.545871,-0.21074219,0.86965,-1.6993277,-0.29920956,-0.6621914,1.9246597,0.26038492,1.0229117,0.70149904,-0.51042897,0.3454294,-0.30530828,-2.608405,0.39583808,0.58006316,1.0820969,0.076154314,-0.9065324,-1.6641029,-0.22826526,-0.46435234,1.471877,0.9864754,-0.5142564,-1.0461643,0.024377732,0.33603194,0.9846232,0.80472064,1.13513,-0.59731114,1.4969513,1.0009884,0.12751165,0.8083321,0.5001811,-0.459746,-0.001371175,-1.3186576,0.7723475,-0.035154052,-1.0100464,1.8800532,-1.2926584,-0.4340359,-1.0665853,-0.60353225,-1.5668215,0.041933093,-0.27462912,-0.20272318,-0.64098495,0.9787878,1.9694537,0.6113633,-1.3042389,-0.8178039,0.7268209
2022-12-06,1.3077512,-0.92193717,-1.2061005,-1.0939126,0.20047115,0.56440175,-0.20140272,0.8781828,-1.696287,-0.31453478,-0.6701898,1.9237907,0.25314695,1.0109026,0.69406825,-0.52238613,0.35081032,-0.3040484,-2.6093256,0.3982356,0.57577413,1.0949876,0.07214152,-0.91826946,-1.6688913,-0.21975969,-0.46448395,1.4692044,1.0004073,-0.51810974,-1.0347502,0.015745752,0.3446541,0.9689571,0.7984674,1.1282883,-0.58684415,1.497966,0.9927405,0.14628316,0.81371444,0.49720228,-0.4624929,0.0043293834,-1.3222142,0.7765394,-0.028135551,-1.0207565,1.866383,-1.2655619,-0.44240278,-1.0643991,-0.6005071,-1.5711467,0.04413046,-0.28709543,-0.20218943,-0.64251643,0.976393,1.970987,0.60965556,-1.3067608,-0.81463027,0.73288363
2022-12-07,1.3388907,-0.92501664,-1.1982318,-1.0979896,0.20285556,0.5885869,-0.2069857,0.88179517,-1.6889317,-0.33409116,-0.67625344,1.9278238,0.25202915,0.9967832,0.68696964,-0.5336636,0.34742892,-0.30771357,-2.613267,0.41125125,0.56341815,1.1057942,0.073334865,-0.9284267,-1.6592362,-0.20064545,-0.46100575,1.4642506,1.0051312,-0.53205407,-1.023875,0.012481805,0.35828617,0.9528462,0.7926614,1.1197219,-0.57555366,1.4794884,0.99652153,0.15903737,0.81277794,0.49743053,-0.4777045,0.029130673,-1.3290099,0.77133393,-0.025695864,-1.0401846,1.8590119,-1.2318833,-0.44072104,-1.0782969,-0.6064679,-1.5637271,0.036795773,-0.2840082,-0.20895754,-0.6453329,0.9706348,1.9805144,0.61844635,-1.3198543,-0.8169934,0.73589504
2022-12-08,1.353266,-0.9204085,-1.202761,-1.1009142,0.2030192,0.5984383,-0.20936607,0.8755159,-1.676265,-0.35200033,-0.6790714,1.9348564,0.26450515,1.0007088,0.67680365,-0.5329927,0.34730247,-0.30204716,-2.614216,0.42229894,0.5521857,1.1014371,0.07243503,-0.9277916,-1.6494573,-0.1910107,-0.4590008,1.4674337,0.9992878,-0.5435039,-1.0222068,0.015374617,0.35998374,0.953923,0.79679734,1.1188618,-0.58093417,1.4706287,0.9931625,0.16191696,0.80679005,0.5084812,-0.4792444,0.050067745,-1.3339761,0.7560579,-0.030504031,-1.0455562,1.8588775,-1.2185818,-0.439654,-1.0907873,-0.61019415,-1.5611951,0.026416846,-0.27979133,-0.2189553,-0.63507587,0.9619165,1.9833171,0.6312429,-1.3308086,-0.8235934,0.73615545
2022-12-09,1.364822,-0.9076388,-1.2139432,-1.079234,0.20497036,0.59229684,-0.22933081,0.8666528,-1.6652526,-0.34664345,-0.67917484,1.9532989,0.27115613,0.9965631,0.6810244,-0.53871423,0.33212522,-0.30418783,-2.6196501,0.42809287,0.5441808,1.0864723,0.072124675,-0.9206154,-1.6390966,-0.18828411,-0.45317715,1.4626647,0.9827992,-0.5510422,-1.0195899,0.025345085,0.3737712,0.95241684,0.7945387,1.1186373,-0.5986034,1.4648031,1.0048795,0.14734292,0.80543923,0.5160015,-0.47507948,0.06348297,-1.3244001,0.7474068,-0.042170938,-1.0518848,1.8761055,-1.2293682,-0.43434238,-1.1025094,-0.61717886,-1.5528605,0.012894639,-0.26174673,-0.21701036,-0.6420988,0.94920695,1.9838374,0.63838416,-1.3268802,-0.8219681,0.7375486
2022-12-10,1.3550626,-0.8941795,-1.2305225,-1.0528575,0.20749566,0.5664371,-0.2487894,0.8669189,-1.6634629,-0.32826167,-0.6744579,1.9705427,0.27320513,0.9983561,0.69348735,-0.5477191,0.31990007,-0.30924013,-2.6270318,0.416251,0.5519165,1.0724086,0.067458436,-0.9076911,-1.6380242,-0.1980305,-0.4497101,1.4603938,0.97455883,-0.54793894,-1.0191482,0.03214029,0.3825673,0.9595125,0.79832476,1.1271443,-0.6223834,1.4735492,1.0176893,0.125585,0.80641276,0.51727396,-0.46051937,0.057569694,-1.3085808,0.7486481,-0.062954076,-1.0451308,1.8999213,-1.2594682,-0.4335377,-1.0968908,-0.6217297,-1.5466311,0.0075954767,-0.2509616,-0.20248443,-0.65699756,0.9412399,1.9765457,0.63230383,-1.3179561,-0.8121054,0.734582
2022-12-11,1.3268191,-0.8815082,-1.2516662,-1.0226223,0.21741743,0.5334966,-0.26154178,0.8688961,-1.6684921,-0.30570573,-0.6700333,1.9780667,0.2682312,1.0057126,0.703438,-0.5567268,0.3175889,-0.30610925,-2.6317148,0.39319712,0.5647048,1.0443307,0.05594434,-0.89425313,-1.6549214,-0.219994,-0.45475063,1.4588387,0.97144955,-0.5475398,-1.018724,0.031563416,0.38293108,0.9689522,0.79803425,1.125364,-0.64894253,1.5039307,1.0358478,0.101750046,0.8101911,0.52162033,-0.43436757,0.03601933,-1.2975242,0.7615363,-0.076048724,-1.0162789,1.9213526,-1.286787,-0.44208348,-1.0802197,-0.6236082,-1.5553383,0.024619173,-0.2419243,-0.17835802,-0.6676447,0.93806934,1.9647415,0.6167725,-1.2986602,-0.7878347,0.72806275
2022-12-12,1.3155518,-0.88742435,-1.2457128,-1.028223,0.21284185,0.5366762,-0.2510555,0.87033945,-1.6794457,-0.3070344,-0.6630501,1.9680465,0.26433045,1.0039096,0.71133476,-0.55385745,0.32790184,-0.31282052,-2.6375074,0.38080508,0.57491076,1.0531038,0.046016276,-0.89540607,-1.6605716,-0.21775797,-0.47007757,1.4531921,0.9934649,-0.54016465,-1.0197273,0.018763008,0.38023865,0.96663016,0.7979876,1.118397,-0.6432574,1.5132111,1.0291045,0.0998699,0.8155652,0.5115224,-0.42589065,0.026385538,-1.296836,0.7732346,-0.065517284,-1.0128601,1.9167446,-1.2894205,-0.44657475,-1.0635514,-0.6154162,-1.5605199,0.031693924,-0.25538555,-0.16598903,-0.6718442,0.94829255,1.9606131,0.60733885,-1.2934544,-0.7792354,0.7251228
2022-12-13,1.3361598,-0.90521413,-1.2079426,-1.0673016,0.19105282,0.57654136,-0.23356913,0.8753787,-1.687043,-0.3301538,-0.6540724,1.9477586,0.25852025,0.98733747,0.71874565,-0.5440485,0.34121913,-0.33697814,-2.6446452,0.38870478,0.5841733,1.1032674,0.049720246,-0.9100512,-1.6455063,-0.18811731,-0.48587957,1.4405457,1.0340486,-0.52711076,-1.0220191,0.0019762188,0.37914202,0.9514963,0.79607874,1.111884,-0.6018036,1.4833359,1.0039823,0.1189572,0.81817204,0.4871606,-0.44519368,0.0382396,-1.3055451,0.77719885,-0.04113881,-1.0462043,1.8898559,-1.2681235,-0.436303,-1.05985,-0.6040295,-1.5473386,0.015273577,-0.27935985,-0.1720052,-0.6747687,0.9669508,1.9680765,0.60959345,-1.3113929,-0.79334223,0.72307664
2022-12-14,1.3641614,-0.9103197,-1.17779,-1.0742427,0.18424734,0.60067564,-0.24324821,0.8752733,-1.6896688,-0.33293182,-0.6498899,1.941787,0.24986246,0.96947455,0.72316265,-0.54171294,0.33511463,-0.35458577,-2.6529481,0.40389854,0.58352345,1.1205175,0.06478023,-0.9194687,-1.6311699,-0.17135093,-0.49077788,1.425283,1.0375532,-0.52791554,-1.0225043,-0.00049851736,0.38549963,0.9413187,0.7791706,1.1011423,-0.57344854,1.4540855,1.0066379,0.12374341,0.8182087,0.47296563,-0.46457988,0.053910363,-1.3125167,0.7797762,-0.029358083,-1.0654539,1.8779045,-1.2493323,-0.41644755,-1.0731912,-0.60408556,-1.5303224,0.0016122386,-0.2660847,-0.17779112,-0.6775323,0.9666818,1.9773731,0.61748236,-1.3213142,-0.80588937,0.71912205
2022-12-15,1.3736885,-0.90957314,-1.1755054,-1.0719619,0.18691464,0.59841657,-0.2495725,0.8747589,-1.6911006,-0.3261296,-0.6535107,1.9432809,0.24717848,0.97978055,0.7188476,-0.5386961,0.3304533,-0.35567087,-2.6551836,0.40978453,0.5824098,1.1146742,0.07774179,-0.9204624,-1.6282046,-0.17880996,-0.4924256,1.424687,1.0245775,-0.52421314,-1.0290439,0.009153778,0.37946472,0.9490588,0.7754206,1.1029099,-0.5702084,1.4494205,1.0077369,0.12450046,0.81808114,0.47247615,-0.4634005,0.056019377,-1.3177096,0.7744705,-0.028271595,-1.0605005,1.8745111,-1.2511408,-0.40849793,-1.0846318,-0.6047306,-1.5282518,-0.0031314413,-0.25070357,-0.18470703,-0.6680861,0.9591761,1.981243,0.62014633,-1.3239919,-0.8157376,0.72034544
2022-12-16,1.366253,-0.9051448,-1.1879547,-1.0732781,0.18944518,0.57852185,-0.25056276,0.8772654,-1.6853433,-0.3167499,-0.658688,1.9462664,0.24539085,1.003627,0.70964676,-0.53919023,0.33304837,-0.35154325,-2.6458914,0.40280402,0.5884296,1.1074928,0.08261898,-0.9175511,-1.6297289,-0.20077412,-0.49114275,1.4352578,1.0120962,-0.50860465,-1.0375303,0.022314632,0.36567694,0.96669924,0.78813374,1.1138151,-0.58153594,1.4586165,1.0006394,0.1286814,0.8175498,0.47812065,-0.4461657,0.046648867,-1.3158265,0.76642734,-0.032639038,-1.0466818,1.8710134,-1.2674154,-0.41456667,-1.0872358,-0.60150534,-1.5319797,-0.004517571,-0.24802208,-0.18972416,-0.6582038,0.9530345,1.9751923,0.61435115,-1.3231356,-0.8192226,0.7205256
2022-12-17,1.343651,-0.90059966,-1.2114886,-1.0730169,0.19182806,0.5495561,-0.24974614,0.88030976,-1.6734477,-0.30890527,-0.66134363,1.9501785,0.24656849,1.0289832,0.69731075,-0.5413479,0.33991683,-0.34439772,-2.6284075,0.38633284,0.5978736,1.0950223,0.07339339,-0.915041,-1.6380864,-0.22665954,-0.4850473,1.451565,1.0015546,-0.4917199,-1.0437391,0.031294014,0.34996578,0.9843732,0.8110575,1.1240681,-0.60749984,1.4806173,0.9941434,0.13179591,0.8163728,0.49041042,-0.41646475,0.029291634,-1.3042169,0.76410586,-0.0356596,-1.0275817,1.8689957,-1.2891484,-0.43463856,-1.0811595,-0.5953332,-1.5426244,0.0029956056,-0.25512174,-0.1884357,-0.6544307,0.9489226,1.9626534,0.6000624,-1.3133246,-0.80857205,0.7195689
2022-12-18,1.3319298,-0.8936892,-1.2401493,-1.0454938,0.20405926,0.52522093,-0.2685011,0.87833196,-1.6656411,-0.29406065,-0.66446763,1.9617246,0.24010396,1.0338084,0.69653076,-0.5530766,0.335152,-0.3426672,-2.6212716,0.37478885,0.6013679,1.0701579,0.05864047,-0.9179186,-1.6500056,-0.24323186,-0.47720993,1.4537683,0.9894522,-0.49380666,-1.0393496,0.035290893,0.3552901,0.981596,0.81254125,1.1198344,-0.63654625,1.5035396,1.0117096,0.121406645,0.82023424,0.50351715,-0.39495867,0.016855447,-1.2901618,0.77738863,-0.037879243,-1.012257,1.8845202,-1.299929,-0.45335874,-1.0793761,-0.59909564,-1.5512089,0.018852966,-0.24556537,-0.1721469,-0.6715256,0.94425225,1.9575051,0.58399004,-1.2903502,-0.78212255,0.72118
2022-12-19,1.3272456,-0.89582413,-1.2495509,-1.042239,0.20369917,0.5355513,-0.2835534,0.8751048,-1.6577263,-0.29648006,-0.66528094,1.9549344,0.23321752,1.033941,0.69962215,-0.55381215,0.33923545,-0.34944752,-2.616021,0.38405588,0.6069635,1.0685589,0.049938314,-0.9237967,-1.6592714,-0.24436413,-0.47933686,1.45612,0.99195474,-0.5021046,-1.0351908,0.02689108,0.3529998,0.97036093,0.8055745,1.1110393,-0.6388214,1.5068226,1.0150018,0.12430935,0.8184335,0.5166171,-0.39251086,0.0155778965,-1.2913854,0.7903789,-0.02818006,-1.0039296,1.8880694,-1.285342,-0.46275893,-1.0856948,-0.60145855,-1.5567993,0.027660927,-0.24056603,-0.16821367,-0.68415666,0.9490135,1.9592023,0.5851608,-1.2812896,-0.7647085,0.7140771
2022-12-20,1.3366462,-0.90484774,-1.2398143,-1.0630031,0.19316679,0.5677962,-0.287777,0.8706968,-1.646216,-0.31475985,-0.6631954,1.9450289,0.23631075,1.0308223,0.7030622,-0.53916043,0.34182677,-0.36221778,-2.612062,0.4086282,0.608174,1.0845416,0.05507743,-0.92857575,-1.6575336,-0.23445566,-0.4835302,1.4591533,0.9991805,-0.5153298,-1.0361031,0.020923099,0.3421844,0.9547169,0.79984814,1.1044954,-0.62494236,1.4876897,1.0060799,0.13534647,0.8127779,0.52602524,-0.40586987,0.027759003,-1.3001958,0.79060477,-0.013116059,-1.0131556,1.8812245,-1.2587043,-0.4581645,-1.0978837,-0.6000153,-1.5539354,0.018086156,-0.24488932,-0.1804979,-0.6862736,0.9543085,1.9654075,0.60384375,-1.2907101,-0.7620179,0.7050578
2022-12-21,1.360337,-0.9073843,-1.2292674,-1.0634801,0.19096483,0.58827585,-0.29599062,0.8629292,-1.6377071,-0.32392606,-0.6604884,1.9559888,0.24358314,1.0133853,0.71243846,-0.5267294,0.3246656,-0.37718865,-2.6164854,0.42872575,0.60105246,1.0916036,0.06808101,-0.9270354,-1.643407,-0.22115022,-0.47787264,1.4516528,0.9958926,-0.5336568,-1.0345004,0.028908612,0.34690183,0.9316775,0.78845966,1.0989004,-0.61784863,1.4611639,1.0098333,0.1324882,0.81069785,0.52659684,-0.42424044,0.045712356,-1.2996937,0.7848717,-0.008521584,-1.0376333,1.8842229,-1.2423096,-0.44263583,-1.1096939,-0.5990923,-1.540567,-0.004054795,-0.24299301,-0.18797983,-0.69331723,0.9488897,1.9723363,0.62414736,-1.2994348,-0.7645286,0.70299655
2022-12-22,1.3659081,-0.9061091,-1.2292997,-1.0659504,0.19474922,0.5909094,-0.28733584,0.8612637,-1.6392462,-0.32696488,-0.6609007,1.9691044,0.24850582,1.009153,0.713979,-0.52004355,0.3155263,-0.37882486,-2.6194582,0.42986518,0.59830385,1.0916952,0.07341001,-0.91670454,-1.6349765,-0.21896164,-0.47247708,1.4525913,0.99581,-0.5411326,-1.0331002,0.03699223,0.34666526,0.9227326,0.7882185,1.1056653,-0.6197338,1.456438,1.0053926,0.12976919,0.8093262,0.52560335,-0.4325954,0.049694285,-1.2968084,0.77878404,-0.0135380905,-1.0498455,1.887207,-1.2406434,-0.43794805,-1.1069237,-0.59373176,-1.5341761,-0.016862193,-0.25282705,-0.19283505,-0.6890774,0.94538987,1.9727409,0.6328133,-1.3096887,-0.77389437,0.70600015
2022-12-23,1.346122,-0.90219027,-1.2388903,-1.069283,0.20725425,0.57603997,-0.26825568,0.86619306,-1.6527072,-0.31733853,-0.6655792,1.9744208,0.24645907,1.0222245,0.6993581,-0.5259583,0.31718484,-0.36308452,-2.6160583,0.41119277,0.5948953,1.0713727,0.0673889,-0.8992759,-1.643721,-0.22846654,-0.46683362,1.4662999,0.9900506,-0.5442168,-1.0290073,0.036375362,0.34229264,0.9344272,0.7962587,1.1173644,-0.62814814,1.4836556,1.0050427,0.12566045,0.80725515,0.52962416,-0.4307764,0.040619127,-1.2938225,0.78022444,-0.026581785,-1.0343124,1.8875769,-1.2424952,-0.44856903,-1.0910358,-0.59002167,-1.5412464,-0.0061642467,-0.26363933,-0.19492295,-0.67043394,0.947908,1.9661475,0.6263667,-1.3166893,-0.7828764,0.7069413
2022-12-24,1.3306422,-0.9022577,-1.2460316,-1.0684049,0.22244695,0.5614654,-0.25110996,0.8729756,-1.6717509,-0.30425516,-0.67161167,1.9756726,0.23937741,1.0292581,0.6814133,-0.5383512,0.3182715,-0.3496643,-2.6134903,0.38658315,0.58819187,1.050534,0.056188766,-0.88679653,-1.6547424,-0.23179087,-0.45888957,1.4748815,0.9824833,-0.548897,-1.0225871,0.0291218,0.34761393,0.94449764,0.8045676,1.1207701,-0.63213724,1.5130944,1.0174507,0.11920097,0.8074365,0.52838916,-0.43026626,0.03651636,-1.2917827,0.787554,-0.039150406,-1.0175213,1.8840829,-1.2334459,-0.45979154,-1.0711583,-0.58972573,-1.549919,0.011752931,-0.26977623,-0.18939632,-0.65507156,0.9532539,1.9602988,0.6134382,-1.323437,-0.7867059,0.70807374
2022-12-25,1.314991,-0.91378576,-1.2405865,-1.099808,0.22137229,0.5721369,-0.21959227,0.8784405,-1.6852796,-0.31552252,-0.6753785,1.9527532,0.23966636,1.044976,0.66114527,-0.5341469,0.33999175,-0.3388554,-2.60556,0.3744459,0.58807904,1.0533317,0.04142452,-0.8897517,-1.6646736,-0.22432818,-0.46248144,1.4874954,0.9953364,-0.54638964,-1.027745,0.012305047,0.33372977,0.9586479,0.8256938,1.1203077,-0.6218747,1.5297406,1.0096344,0.1292184,0.80316424,0.52787125,-0.4288693,0.037433647,-1.3051707,0.7870275,-0.03495942,-1.0061891,1.8634758,-1.2173111,-0.47165707,-1.0556959,-0.5812257,-1.5649302,0.025324244,-0.28848228,-0.19259773,-0.62982094,0.9698589,1.9587231,0.60664046,-1.3375096,-0.7950462,0.7084129
2022-12-26,1.3109709,-0.9249261,-1.2256595,-1.1347136,0.20963249,0.5964971,-0.19769093,0.8807983,-1.6883328,-0.33558068,-0.67795545,1.926461,0.24611089,1.0525571,0.6503781,-0.5201353,0.36051244,-0.334869,-2.597351,0.38136548,0.5892656,1.0665208,0.03542393,-0.90067977,-1.6679864,-0.21165487,-0.46965736,1.4937013,1.0111068,-0.54668766,-1.0369017,-0.0014462048,0.3162016,0.96776783,0.8404101,1.1158712,-0.60606945,1.5263082,0.99809974,0.13917081,0.7964364,0.5275373,-0.43185025,0.044915713,-1.323347,0.7802766,-0.024888666,-1.0058852,1.844858,-1.2013134,-0.47286642,-1.0538408,-0.57310694,-1.5702869,0.02715937,-0.30111828,-0.1999703,-0.60901177,0.9830595,1.961522,0.61006314,-1.349511,-0.80513024,0.7070353
2022-12-27,1.333019,-0.9290097,-1.2119219,-1.1390975,0.19872747,0.61655575,-0.2031407,0.88330615,-1.6881983,-0.3408885,-0.6829894,1.9221927,0.25079718,1.0360816,0.6620832,-0.51321375,0.35477206,-0.34483352,-2.6001027,0.39850512,0.5850735,1.0781004,0.047832854,-0.90882325,-1.6627456,-0.19870567,-0.46957818,1.4802265,1.0137656,-0.5541293,-1.0390784,-0.0016695812,0.32088956,0.9557188,0.83222234,1.1075478,-0.59285283,1.5051056,1.004182,0.13214222,0.7960022,0.5184166,-0.44405937,0.058172807,-1.3298503,0.77610767,-0.019099217,-1.0262425,1.8462893,-1.1928084,-0.45723906,-1.0640016,-0.57895976,-1.5567563,0.015281791,-0.29388815,-0.2001939,-0.61189973,0.98415977,1.9695623,0.61790645,-1.3500593,-0.80942535,0.7122954
2022-12-28,1.3289274,-0.9264726,-1.2108386,-1.1431519,0.18592952,0.6187883,-0.19986707,0.88619494,-1.6845485,-0.34114233,-0.68603384,1.9166597,0.25711378,1.0377709,0.6782397,-0.50127965,0.3593312,-0.34901395,-2.5998328,0.40460297,0.5928922,1.085341,0.06155732,-0.9118071,-1.6655345,-0.20689133,-0.4732903,1.4767839,1.0197909,-0.54576606,-1.0484406,0.004348911,0.30527928,0.95638305,0.8309911,1.1058984,-0.59031403,1.4970038,0.9937827,0.12887882,0.79705316,0.5147053,-0.43598112,0.049185675,-1.33411,0.7677402,-0.01707754,-1.029162,1.8486646,-1.2101195,-0.44740927,-1.0677109,-0.5803511,-1.5540639,0.009491298,-0.29679543,-0.19874708,-0.6110989,0.9852028,1.9677284,0.6227488,-1.3416944,-0.80808777,0.71919703
2022-12-29,1.3172733,-0.91632885,-1.2217163,-1.130407,0.18048432,0.59888387,-0.1978592,0.89484274,-1.6851487,-0.32907373,-0.6904512,1.9205459,0.25574192,1.0397428,0.7004521,-0.50205255,0.35997775,-0.35015216,-2.6024399,0.3917185,0.60756236,1.0828476,0.07390719,-0.9101252,-1.6710771,-0.22835419,-0.47267288,1.4712611,1.027899,-0.5327677,-1.0531199,0.01583028,0.29237992,0.9552649,0.8289355,1.1085621,-0.60050225,1.5043087,0.98785126,0.11929925,0.8059596,0.50630355,-0.41866025,0.022794047,-1.3313575,0.7637376,-0.023122974,-1.0240442,1.8607012,-1.2390685,-0.44372526,-1.0605953,-0.5858021,-1.5504357,0.015500758,-0.30416358,-0.1876649,-0.62017936,0.98197013,1.9608262,0.6164791,-1.323891,-0.7959296,0.73060226
