date,cpc_embedding_0,cpc_embedding_1,cpc_embedding_2,cpc_embedding_3,cpc_embedding_4,cpc_embedding_5,cpc_embedding_6,cpc_embedding_7,cpc_embedding_8,cpc_embedding_9,cpc_embedding_10,cpc_embedding_11,cpc_embedding_12,cpc_embedding_13,cpc_embedding_14,cpc_embedding_15,cpc_embedding_16,cpc_embedding_17,cpc_embedding_18,cpc_embedding_19,cpc_embedding_20,cpc_embedding_21,cpc_embedding_22,cpc_embedding_23,cpc_embedding_24,cpc_embedding_25,cpc_embedding_26,cpc_embedding_27,cpc_embedding_28,cpc_embedding_29,cpc_embedding_30,cpc_embedding_31,cpc_embedding_32,cpc_embedding_33,cpc_embedding_34,cpc_embedding_35,cpc_embedding_36,cpc_embedding_37,cpc_embedding_38,cpc_embedding_39,cpc_embedding_40,cpc_embedding_41,cpc_embedding_42,cpc_embedding_43,cpc_embedding_44,cpc_embedding_45,cpc_embedding_46,cpc_embedding_47,cpc_embedding_48,cpc_embedding_49,cpc_embedding_50,cpc_embedding_51,cpc_embedding_52,cpc_embedding_53,cpc_embedding_54,cpc_embedding_55,cpc_embedding_56,cpc_embedding_57,cpc_embedding_58,cpc_embedding_59,cpc_embedding_60,cpc_embedding_61,cpc_embedding_62,cpc_embedding_63
2024-10-14 16:00:00,-0.33923897,-0.8872267,0.8859923,0.16356973,0.7742754,-0.20925817,-0.8155278,0.76380885,0.16239595,0.5898782,0.031920597,-0.643759,-0.56209695,-0.87231815,0.20465884,0.22791885,-0.8973568,0.1641267,-0.01956561,0.099932335,-0.44246653,0.68317306,0.17303027,-0.26715037,0.72680724,0.6466302,0.30880758,0.030943148,0.4912443,0.25872174,0.20329072,-0.52335083,-0.4201911,0.40988356,0.19822535,0.28988963,-0.4316255,0.8432966,-0.18426368,-0.71470535,0.66763884,-0.42707184,-0.53940207,0.7153622,0.40735543,0.74542147,0.46008134,0.7505829,-0.8528995,0.06052436,-0.63595057,0.32051882,0.032206867,0.62632823,0.35999262,-0.2957156,-0.78938836,-0.01166125,-0.61417097,0.33301008,-0.22453816,0.48098823,0.7925175,-0.4441005
2024-10-14 17:00:00,-0.14100835,0.027372248,0.97391963,-0.41433832,0.7465949,-0.25841954,-0.65150416,0.8875467,0.196487,0.90271646,-0.06937999,-0.64118844,-0.9161316,-0.7234315,0.26218432,-0.3041584,-0.8662169,0.052871108,0.17583114,-0.033947613,0.36706975,0.8391008,-0.49710065,-0.3383589,0.509025,-0.043565482,0.067079745,0.5626899,0.38397712,0.048578028,0.52709305,-0.7041157,0.43712428,0.4098597,0.17119181,0.07687103,-0.5559724,0.6845769,-0.3252489,-0.3970236,0.55860025,-0.54711384,-0.27056432,0.6640749,0.108473256,0.6669538,0.27740824,0.60115397,-0.8579567,0.11268829,-0.69066536,-0.37302244,-0.16964503,-0.00013603241,-0.028014109,-0.7006398,-0.7329231,-0.05825701,-0.25769737,-0.6369983,-0.6387807,-0.07233335,0.11118741,-0.6531955
2024-10-14 18:00:00,0.07900761,0.56862736,0.9812369,-0.8400376,0.38285077,-0.5648275,-0.72817564,0.77425766,0.517342,0.8947235,-0.38220087,-0.22886702,-0.98192126,0.34851766,0.046446465,-0.5004359,-0.7293921,-0.07949438,0.2632229,0.39244765,0.26785856,0.91918504,-0.6646101,-0.33094972,-0.0044534993,-0.7011859,0.030383568,0.80672425,-0.048422612,-0.18562078,0.7818268,-0.5664817,0.75250596,0.48509017,0.16974507,-0.39402586,-0.7731664,0.5902066,-0.22324824,0.40310714,0.43472284,-0.43395007,-0.15453187,0.36691788,-0.07051477,-0.13629088,0.19282985,0.38298124,-0.8757075,0.57695633,-0.19234674,-0.5315721,0.03851486,-0.4687618,-0.5512202,-0.87737405,-0.7058171,0.12134238,-0.07756179,-0.5756005,-0.3107536,-0.5511061,0.4633511,-0.81244975
2024-10-14 19:00:00,-0.4849787,0.41467902,0.19933847,-0.9395485,-0.7512714,-0.6919045,-0.7712744,0.57865244,0.24367496,-0.06144014,-0.5834327,-0.015319937,-0.9794991,0.47563148,-0.16392088,-0.07761216,-0.7804799,-0.040288057,0.3073172,0.14781116,0.03257076,0.84225816,-0.6263776,-0.30059373,0.21954532,-0.89307785,0.001046007,0.16244927,-0.3726551,-0.37271398,0.8536937,-0.3144785,0.62773144,0.5805083,0.07618545,-0.7857853,-0.92334455,0.7138786,-0.23401609,0.44280168,0.5043018,-0.22981904,0.20834188,-0.0239393,-0.30981737,-0.13551325,0.39019334,0.30797514,-0.90038544,0.59869707,0.095427565,-0.5483138,0.72071636,-0.7710732,-0.539671,-0.23525694,-0.64868575,-0.036866736,0.026405217,0.36937487,-0.01906664,-0.76286614,0.6835838,-0.6798067
2024-10-15 13:00:00,-0.788728,-0.5147045,-0.70630985,-0.92330074,-0.8720662,-0.54518867,-0.83282757,0.42253628,-0.011092575,-0.33931008,0.0025161114,-0.55165684,-0.06743249,0.039966423,0.006204673,0.12544322,-0.7913415,-0.039082807,0.31470275,0.15824622,0.2578047,0.7964867,-0.49068657,-0.22012044,-0.19773777,-0.3202634,-0.03530399,-0.64413553,-0.6961784,-0.3857629,-0.024048114,-0.50132275,0.439099,0.5507341,0.05054044,-0.713677,-0.723653,0.8155028,-0.32465127,0.024282712,0.70420814,-0.094176926,0.6562995,-0.17750558,-0.3085001,0.7782054,0.6411269,0.539823,-0.89786553,-0.1757507,0.15318947,-0.5548772,0.35356545,-0.9079371,-0.5771786,0.0054636057,-0.7400923,0.2118703,-0.011671854,0.82311916,0.14297688,-0.78252494,0.46692854,-0.5454071
2024-10-15 14:00:00,-0.6161146,-0.36053425,0.2281124,-0.64626026,-0.4759244,-0.3897015,-0.8860722,-0.11336969,-0.08527584,-0.3877926,0.37542778,-0.6340823,0.12980542,-0.31645507,0.49698132,0.2444894,-0.8543976,-0.05570328,0.182847,0.36204916,-0.65187573,0.70099103,-0.41299632,0.20581228,-0.2879017,0.58265764,-0.41380936,-0.6543455,-0.78130203,0.38531944,-0.6701927,-0.49366522,-0.53241533,0.31973243,0.0374746,-0.5659007,-0.0670377,0.76497585,-0.5820756,-0.11618677,0.82242215,0.41802683,0.7518433,-0.06920822,-0.14187595,0.86155915,0.8419011,0.54223937,-0.50136197,-0.2951009,0.017988743,-0.41133106,-0.089685015,-0.16765234,-0.53939146,-0.2025205,-0.7158968,0.58142287,-0.17335656,0.8981259,0.1756169,-0.574907,0.5434004,-0.5525793
2024-10-15 15:00:00,-0.4932874,-0.67038167,0.19715476,-0.10865996,-0.04924974,0.038045038,-0.534128,-0.3628046,-0.51138055,0.25299647,0.5066107,-0.64310795,-0.0516281,-0.67872727,0.7368639,0.36716458,-0.86793417,-0.026813325,-0.057727832,0.592219,-0.48288813,0.47898325,-0.10698667,0.41512847,0.448722,0.76266736,-0.42221305,-0.16455463,-0.507313,0.70876545,-0.44591004,-0.46183327,-0.53969055,0.07063367,0.112657934,-0.6656204,0.0341655,0.70867807,-0.63618505,-0.54370916,0.8819387,-0.16930127,0.33363098,0.6801232,0.3651585,0.8801652,0.76802117,0.669951,-0.7220198,0.04569915,-0.19705708,-0.5943187,-0.3515859,0.48361704,0.529215,-0.4495749,-0.61049986,0.64233494,-0.4448036,0.70165265,0.13242622,-0.30001056,0.30532217,-0.1796253
2024-10-15 16:00:00,-0.35223198,0.05202767,0.7505002,-0.07827447,0.34640098,0.010270308,-0.18534654,0.09445284,-0.60618395,0.6300306,0.52838045,-0.71827596,-0.5244579,-0.6718517,0.56855196,0.34624988,-0.8757538,0.28173196,-0.28132606,0.53691936,0.06756636,0.61116,0.066389345,0.40291727,0.6230076,0.2276323,-0.10911692,0.24378166,-0.27706695,0.60792315,0.0014349942,-0.53417474,0.07312742,-0.12679179,0.08044993,-0.5679452,-0.19046605,0.5555361,-0.58002406,-0.5767646,0.8846693,-0.4243577,0.07337295,0.83672184,0.5184907,0.78471404,0.44848388,0.72576743,-0.86016357,0.10155345,-0.5705975,-0.7375395,-0.6099041,0.48507035,0.6828069,-0.7387527,-0.7540879,0.6641344,-0.45026267,0.14120027,0.0010649837,-0.3552912,-0.027384344,-0.20983908
2024-10-15 17:00:00,-0.28385618,0.48470646,0.9329037,-0.373763,0.38715047,-0.27193278,-0.090663716,0.73118544,-0.40032384,0.78050154,0.40805975,-0.36202705,-0.84813243,-0.104110494,0.5479301,0.3361864,-0.84352404,0.21589021,-0.3847781,0.12651165,0.46354482,0.6721674,-0.30138025,0.3395772,0.2276258,-0.13697886,0.35023314,0.39823818,-0.24281493,0.41726854,0.34880468,-0.526846,0.67766154,-0.02343409,0.06623467,-0.46547902,-0.33808646,0.6390615,-0.47216186,-0.19789836,0.8372293,-0.38175252,-0.014599672,0.57117283,0.24016404,0.3807098,0.6387912,0.5914122,-0.85951436,0.33589277,-0.08015208,-0.9007912,-0.73634875,-0.016208021,0.40364847,-0.9167029,-0.79424554,-0.18314908,-0.38940406,-0.3507882,-0.18854354,-0.57980853,-0.29753512,-0.17856221
2024-10-15 18:00:00,-0.12987028,0.7097126,0.8989771,-0.6962736,-0.27032182,-0.4360231,-0.28384596,0.49753633,-0.005795747,0.4502917,0.054548,0.34529507,-0.9688106,0.58067536,0.3949991,0.22120541,-0.66057163,-0.14102682,-0.27165446,-0.0057382938,0.57751316,0.6537602,-0.6065994,0.2582202,-0.061479617,-0.7231323,0.15894437,0.24514152,-0.6752964,0.1709206,0.61450833,-0.38067657,0.7865969,0.106227055,0.021547757,-0.54721195,-0.579901,0.5755624,-0.41537416,0.3187113,0.81243575,-0.1820466,-0.019915884,0.25347662,-0.1664185,-0.14456607,0.7347417,0.07416531,-0.8428662,0.58222216,0.5206058,-0.92878085,-0.54147214,-0.5168407,-0.15912788,-0.87489283,-0.8033592,-0.24961287,-0.3030562,-0.60099113,0.012093048,-0.69805455,0.3742449,-0.35472053
2024-10-15 19:00:00,-0.35765383,0.37637168,0.14476779,-0.85794014,-0.6671029,-0.48878554,-0.52795535,0.039357215,0.109393366,-0.19920778,-0.23702763,0.3612712,-0.9777176,0.75551695,0.179135,0.48179117,-0.53591216,-0.120360374,-0.3602801,0.27551457,-0.24931474,0.49790815,-0.58798456,0.09532117,-0.1799811,-0.79612434,-0.018319556,-0.5518049,-0.83928967,-0.14872415,0.69414234,0.042225186,0.72847337,0.26095033,-0.05128991,-0.6996177,-0.8406634,0.6754635,-0.4593965,0.6000574,0.8740504,0.35517296,0.24673925,-0.15065831,-0.65208626,-0.36403954,0.858293,0.023275593,-0.6784567,0.32601854,0.7710973,-0.8936324,-0.101392575,-0.80304796,-0.53694576,-0.13080098,-0.80618304,-0.02980371,-0.3368492,0.42734462,0.32276908,-0.52366316,0.6882106,-0.15097785
2024-10-16 13:00:00,-0.50366646,-0.64252084,-0.8019774,-0.73971385,-0.53146994,-0.3260524,-0.82374334,0.08720017,0.021298936,-0.6401246,-0.28143963,0.1799374,0.065115936,0.5241068,0.16380456,0.6489997,-0.5866419,-0.06514369,-0.31258398,0.5156589,-0.46482655,0.46458617,-0.5545098,0.10841146,-0.4746713,-0.6213821,0.2716429,-0.7830761,-0.9074733,0.18760645,0.033351406,-0.3029232,0.16209266,0.42019308,0.027988138,-0.67161596,-0.60084254,0.6764576,-0.73213005,0.14903495,0.8293315,0.015902398,0.518497,-0.27346525,-0.45928654,0.35546485,0.8337847,0.19230735,-0.6757098,0.36248693,0.7897091,-0.59172326,0.06435781,-0.51249975,-0.6439207,0.3926799,-0.69408053,0.3493836,-0.52295935,0.8983291,0.36993355,0.16030918,0.5332713,-0.17303778
2024-10-16 14:00:00,-0.5057096,-0.7213384,-0.041515637,-0.5700198,0.27338818,0.081727356,-0.70961654,-0.2928358,0.0041450304,-0.5614278,-0.29718944,-0.5539246,0.5069004,-0.16908468,0.41207027,0.6499386,-0.74669886,-0.077816404,-0.22631633,0.44722456,-0.6903145,0.4552316,-0.4336521,0.36974415,-0.6350983,0.12568618,-0.15634048,-0.70724046,-0.43703285,0.6376961,-0.39383015,-0.32813072,-0.67364484,0.40817004,0.06463295,-0.331893,-0.58281076,0.6113193,-0.70404524,-0.35857257,0.85516757,-0.21891157,0.44263607,0.062490012,-0.3473437,0.5626143,0.74783796,0.34211484,-0.27073985,0.18085484,0.46072772,-0.35475984,-0.25190863,0.42092258,-0.72693956,0.21836941,-0.68516254,0.47410858,-0.5674627,0.9239615,0.4595375,0.6589008,0.59070545,-0.5338377
2024-10-16 15:00:00,-0.4521419,0.06573759,0.46950978,-0.21609725,0.62946135,0.16399059,-0.61306727,-0.70390147,0.1683977,-0.06329259,-0.16819587,-0.38047805,0.015549681,-0.49618185,0.13515684,0.6732512,-0.83797884,0.27876356,-0.4407856,0.43379515,-0.75368196,0.4561403,-0.18837462,0.33733884,0.26956695,0.52049184,0.25744408,-0.3492028,0.3532162,0.5084465,-0.3424697,-0.23818408,-0.8571156,0.35202637,0.07484259,-0.1348032,-0.45454296,0.7054105,-0.48837507,-0.49136588,0.734809,-0.50340444,-0.35450193,0.6990992,0.049335364,0.8075722,0.78920454,0.5741077,-0.3745323,0.20138645,-0.19905527,0.1776891,0.12901704,0.6121064,-0.09055823,0.068010435,-0.7791864,0.51087946,-0.7934835,0.8996035,0.3857369,0.6875497,0.8755869,-0.45565036
2024-10-16 16:00:00,-0.45178822,-0.744066,0.8412602,-0.083704636,0.8447087,-0.07104042,-0.7239432,0.6182079,0.077124245,0.6302624,-0.1785355,-0.42144847,-0.6359563,-0.8446011,0.27159855,0.32667032,-0.87218267,0.3022991,-0.1375295,0.15827425,-0.3643671,0.6569467,-0.254131,0.0586028,0.37683657,0.41429034,0.37484148,0.0272098,0.59649336,0.47500265,0.09751922,-0.36643407,-0.2992944,0.40953186,0.13145389,0.35813683,-0.439658,0.7557241,-0.39319322,-0.7068107,0.5677672,-0.44228512,-0.4546888,0.7408538,0.032107025,0.7308161,0.5523035,0.76124334,-0.6015719,0.28456527,-0.67645305,0.090901956,-0.11849046,0.60585606,-0.07667014,-0.3699776,-0.71210825,0.054691873,-0.62791896,0.3069185,-0.17314488,0.49157885,0.7822144,-0.46155167
2024-10-16 17:00:00,-0.18224671,-0.2318631,0.9619149,-0.46513662,0.7564505,-0.39416584,-0.756298,0.8443444,-0.08474607,0.8973671,-0.27623335,-0.5483424,-0.9173242,-0.6838037,0.30923387,-0.34207365,-0.82516295,0.1057238,-0.24302098,0.2121058,0.37147978,0.8020011,-0.4731454,-0.04783036,0.44460523,-0.35114038,0.28990147,0.5702163,0.35026965,0.31600186,0.5004334,-0.54073066,0.4551888,0.4393867,0.1185569,0.10161799,-0.60272723,0.6081006,-0.40283757,-0.41855568,0.43986043,-0.5729165,-0.28033194,0.6552315,0.016138524,0.62467176,0.2552887,0.67844075,-0.69131035,0.40696386,-0.65516305,-0.3869431,-0.3054836,0.0010416838,-0.2349173,-0.70366937,-0.71508837,-0.13207436,-0.31331715,-0.55797577,-0.47086224,-0.10332137,0.33124796,-0.6053014
2024-10-16 18:00:00,-0.06430212,0.1790074,0.97035813,-0.7811295,0.33139858,-0.6913932,-0.7742183,0.85442704,0.31977788,0.8658828,-0.40750563,-0.056249116,-0.97365105,0.61810064,0.05842779,-0.4376975,-0.71621656,-0.1200548,-0.19821762,0.30100957,0.23964527,0.7758658,-0.5695596,-0.025024518,0.014962528,-0.74609494,0.0056577045,0.7588864,-0.14337175,0.08675529,0.7944875,-0.5325857,0.7624783,0.49961355,0.08711295,-0.43527687,-0.77628785,0.37737334,-0.41032553,0.34477577,0.35785183,-0.3366391,-0.012755089,0.3361049,-0.25946748,-0.21010993,0.009533906,0.6116746,-0.7565687,0.5029305,0.094286405,-0.5376776,-0.03710239,-0.4212617,-0.47963157,-0.87415063,-0.7549864,-0.17615114,-0.22541612,-0.54012597,-0.13230817,-0.49467635,0.53431344,-0.68071455
2024-10-16 19:00:00,-0.07851946,0.5744592,0.6716161,-0.8507208,-0.15788941,-0.67533827,-0.75115913,0.31294504,0.61733085,0.03994772,-0.62449586,0.31915843,-0.9858491,0.8255905,-0.31944618,-0.07892312,-0.74226266,-0.06267203,-0.1526019,0.36943936,-0.32702166,0.8003133,-0.82251626,-0.17472248,-0.33045167,-0.8158097,-0.16662852,0.09418756,-0.37884614,-0.12682067,0.8470353,-0.105072856,0.7389224,0.5676564,0.06100972,-0.60624963,-0.86388516,0.44918838,-0.4454393,0.48800114,0.47168267,-0.18154533,0.37492642,0.114325054,-0.62743884,-0.5395697,0.15506753,0.33679467,-0.77865696,0.45999536,0.2865063,-0.68379176,0.6505889,-0.57870656,-0.49803007,-0.57037705,-0.6792767,0.17354192,-0.06468548,0.67053527,0.35187024,-0.45412117,0.76408887,-0.76592827
2024-10-17 13:00:00,-0.6610515,0.0837984,-0.803972,-0.87642455,-0.60036653,-0.61548024,-0.8452024,0.1088411,0.385935,-0.56765264,-0.41455737,-0.22912434,-0.7613898,-0.016172921,-0.28210843,0.46727642,-0.773042,-0.012550746,-0.17000903,0.659341,-0.6530737,0.79105395,-0.62646616,-0.4496376,-0.3878331,-0.6063326,0.13586092,-0.53952104,-0.71346474,-0.41212755,0.19612394,0.19682838,0.1553398,0.6933167,0.017875902,-0.726657,-0.841193,0.66411,-0.40918988,0.18094331,0.57379854,0.23972869,0.5229716,-0.18200575,-0.6054123,0.21543978,0.68640494,0.4369864,-0.76708585,0.33284166,0.45277798,-0.5372439,0.6632456,-0.7352586,-0.5362766,0.4840518,-0.6495457,0.40766504,-0.14629285,0.88925356,0.28363904,-0.32892853,0.60930467,-0.62205803
